2539329,1,true,1,2,8-9,
2398795,1,true,2,3,6-7,15.0
473747,1,true,3,3,12-13,21.0
2254736,1,true,4,4,6-7,29.0
431534,1,true,5,4,14-15,28.0
3367565,1,true,6,2,6-7,19.0
550135,1,true,7,1,8-9,20.0
3108588,1,true,8,1,14-15,14.0
2295261,1,true,9,1,16-17,0.0
2550362,1,true,10,4,8-9,30.0
2514324,15,true,1,5,12-13,
3135826,15,true,2,6,12-13,15.0
2564002,15,false,3,6,12-13,7.0
714991,15,true,4,1,10-11,16.0
3317979,15,false,5,4,14-15,17.0
876095,15,false,6,5,10-11,8.0
2685110,15,false,7,1,10-11,17.0
3119091,15,true,8,2,16-17,8.0
887727,15,false,9,2,12-13,7.0
2570697,15,false,10,2,10-11,21.0
2600170,15,false,11,2,8-9,14.0
2883598,15,true,12,1,8-9,6.0
2332087,15,false,13,1,10-11,14.0
113728,15,true,14,1,10-11,14.0
2968173,15,false,15,1,8-9,7.0
3097485,15,true,16,1,8-9,7.0
1870022,15,true,17,2,16-17,8.0
1911383,15,false,18,2,10-11,7.0
2345592,15,true,19,5,10-11,3.0
2994589,15,true,20,1,12-13,10.0
2715276,15,false,21,1,8-9,7.0
2625565,21,false,1,1,10-11,
2698037,21,false,2,1,8-9,7.0
1166994,21,false,3,1,12-13,7.0
129152,21,false,4,1,14-15,14.0
62373,21,false,5,1,14-15,7.0
2984916,21,true,6,5,6-7,4.0
1716848,21,false,7,5,8-9,28.0
3288630,21,false,8,2,12-13,18.0
2592860,21,false,9,4,10-11,2.0
1573906,21,false,10,3,10-11,6.0
2102674,21,false,11,1,14-15,12.0
534401,21,false,12,1,8-9,21.0
2510446,21,false,13,5,10-11,4.0
1082944,21,false,14,1,8-9,10.0
3257456,21,true,15,1,8-9,7.0
774475,21,false,16,1,10-11,7.0
1953572,21,false,17,2,14-15,1.0
1674891,21,false,18,2,10-11,21.0
77791,21,false,19,3,8-9,8.0
1413723,21,false,20,1,10-11,12.0
1806047,21,false,21,1,8-9,7.0
1431584,21,false,22,3,8-9,9.0
2941505,21,false,23,2,12-13,6.0
1322450,21,false,24,5,8-9,3.0
1776467,21,false,25,5,8-9,7.0
497940,21,false,26,1,10-11,10.0
1735495,21,false,27,3,8-9,9.0
1996394,21,false,28,1,8-9,5.0
1110781,21,false,29,2,8-9,8.0
2097221,21,false,30,1,10-11,6.0
2057208,21,false,31,3,14-15,9.0
865324,21,false,32,1,12-13,12.0
3341737,21,false,33,1,12-13,30.0
300892,45,false,1,1,20-21,
784714,45,true,2,6,18-19,12.0
374526,45,false,3,3,20-21,18.0
2497897,52,false,1,1,8-9,
1318871,52,false,2,1,10-11,7.0
1261384,52,false,3,1,10-11,7.0
2100631,52,false,4,1,10-11,7.0
580568,52,false,5,2,10-11,8.0
1680554,52,false,6,1,12-13,6.0
2428073,52,false,7,2,6-7,8.0
1551977,52,false,8,1,10-11,6.0
342306,52,false,9,1,10-11,7.0
1520353,52,false,10,2,10-11,8.0
2542086,52,false,11,2,8-9,7.0
944694,52,false,12,1,16-17,6.0
2906390,52,false,13,1,10-11,7.0
1838593,52,false,14,1,12-13,7.0
1268191,52,false,15,2,10-11,8.0
2331002,52,false,16,3,10-11,8.0
1122089,52,false,17,2,10-11,6.0
1498922,52,false,18,2,10-11,14.0
180919,52,false,19,3,8-9,8.0
3146572,52,false,20,1,12-13,5.0
2695875,52,false,21,5,10-11,30.0
1307894,52,false,22,1,8-9,10.0
1856103,52,false,23,1,12-13,7.0
1030102,52,false,24,2,8-9,8.0
3306717,52,true,25,1,10-11,13.0
2127348,52,false,26,5,12-13,18.0
1588305,52,false,27,1,8-9,10.0
777370,106,false,1,6,12-13,
891339,106,true,2,0,12-13,8.0
355095,106,false,3,5,18-19,12.0
2289023,117,false,1,3,16-17,
3372845,117,false,2,1,12-13,30.0
1596327,117,false,3,3,6-7,30.0
1255531,117,false,4,5,14-15,30.0
2116172,117,false,5,0,16-17,30.0
1505236,117,false,6,5,14-15,5.0
3161671,117,true,7,4,16-17,20.0
2017489,117,false,8,1,12-13,4.0
1616452,117,false,9,5,14-15,11.0
3127804,117,false,10,4,18-19,30.0
2116043,117,false,11,3,16-17,20.0
3187763,133,false,1,4,18-19,
107326,133,false,2,6,18-19,2.0
2871952,133,false,3,4,0-1,19.0
2267932,133,false,4,0,12-13,10.0
577963,133,true,5,1,22-23,1.0
2203695,133,false,6,0,8-9,6.0
2964641,133,false,7,5,12-13,5.0
1517475,133,false,8,1,12-13,3.0
1846465,133,false,9,4,12-13,3.0
3317319,133,false,10,5,12-13,8.0
241592,133,false,11,3,12-13,5.0
1551488,133,false,12,3,20-21,7.0
1686324,133,false,13,0,12-13,11.0
560536,133,false,14,1,0-1,8.0
1522988,133,false,15,4,0-1,3.0
836046,133,false,16,3,2-3,6.0
3306184,133,false,17,4,2-3,8.0
670203,133,false,18,2,2-3,5.0
3394074,133,false,19,2,14-15,7.0
2182834,192,false,1,1,10-11,
1575616,192,true,2,1,10-11,30.0
3058741,192,true,3,2,10-11,29.0
2167437,192,true,4,6,14-15,30.0
2710933,192,true,5,2,8-9,30.0
1347257,222,false,1,4,14-15,
2849008,222,false,2,1,14-15,4.0
2905280,222,false,3,3,6-7,2.0
101947,222,false,4,4,12-13,1.0
1166311,222,true,5,5,8-9,1.0
194624,222,true,6,3,12-13,5.0
1870125,222,true,7,5,6-7,2.0
768848,222,false,8,2,12-13,4.0
1623410,222,true,9,4,6-7,2.0
3395499,222,false,10,4,12-13,0.0
3292307,222,false,11,4,6-7,7.0
1971370,222,false,12,2,6-7,5.0
2262394,222,false,13,3,8-9,1.0
1567177,222,false,14,2,14-15,6.0
2576285,222,false,15,5,8-9,3.0
2471067,222,false,16,1,8-9,17.0
2505656,222,false,17,2,12-13,1.0
873246,222,false,18,2,6-7,7.0
724103,222,false,19,1,6-7,6.0
972203,222,false,20,5,6-7,4.0
957737,222,false,21,1,8-9,3.0
2071230,222,false,22,2,8-9,1.0
2899515,222,false,23,3,12-13,1.0
165127,222,false,24,4,8-9,1.0
254292,222,false,25,1,8-9,4.0
1933550,222,false,26,3,6-7,2.0
93554,222,false,27,1,8-9,5.0
132640,222,false,28,1,10-11,0.0
2010449,222,false,29,5,8-9,4.0
2231606,222,false,30,4,6-7,6.0
3270153,222,false,31,3,14-15,6.0
1751596,222,false,32,2,14-15,6.0
2342261,222,false,33,4,6-7,23.0
500378,222,false,34,2,14-15,12.0
256331,222,false,35,4,6-7,2.0
1139900,222,false,36,2,8-9,5.0
264456,222,false,37,4,6-7,9.0
3268370,222,false,38,5,14-15,1.0
1321076,222,false,39,4,6-7,6.0
1320671,222,false,40,2,12-13,5.0
2124935,222,false,41,3,12-13,1.0
324891,222,false,42,1,6-7,5.0
2640837,222,false,43,2,6-7,1.0
308068,222,false,44,3,14-15,1.0
112698,222,false,45,5,8-9,2.0
898451,222,false,46,2,10-11,4.0
138740,222,false,47,4,6-7,2.0
1389635,222,false,48,5,6-7,8.0
1527705,222,false,49,1,6-7,3.0
1013610,222,false,50,1,6-7,7.0
2427633,222,false,51,5,6-7,4.0
2025054,222,false,52,1,14-15,3.0
2280497,222,false,53,4,12-13,3.0
2322099,222,false,54,2,6-7,26.0
68264,222,false,55,1,6-7,6.0
1300449,222,false,56,3,6-7,16.0
2397197,222,false,57,5,10-11,16.0
1397526,222,true,58,5,12-13,7.0
1028572,222,false,59,5,8-9,14.0
3321854,222,false,60,1,14-15,10.0
2756706,222,false,61,5,12-13,4.0
3367518,222,false,62,4,12-13,6.0
2830437,222,false,63,2,6-7,5.0
1632699,222,false,64,2,12-13,0.0
3136200,222,true,65,3,6-7,8.0
1432224,222,false,66,5,8-9,2.0
1108947,222,true,67,1,12-13,10.0
4163,222,false,68,2,10-11,1.0
1519858,222,false,69,1,6-7,6.0
2504951,222,false,70,2,6-7,1.0
2535701,435,false,1,1,20-21,
307888,435,false,2,1,18-19,28.0
2581538,435,false,3,2,18-19,8.0
2861019,435,true,4,2,18-19,14.0
2994883,435,false,5,2,12-13,14.0
378023,435,false,6,1,14-15,13.0
37842,435,false,7,0,14-15,13.0
684200,435,false,8,1,16-17,8.0
935014,435,false,9,4,16-17,17.0
341795,435,false,10,2,20-21,12.0
2391905,435,false,11,1,20-21,20.0
330670,435,false,12,1,16-17,7.0
963136,435,false,13,0,18-19,20.0
2144409,626,false,1,3,10-11,
2483801,626,false,2,5,14-15,2.0
2478952,626,false,3,2,12-13,4.0
1815617,626,false,4,1,12-13,6.0
2923101,626,false,5,3,16-17,2.0
2741904,626,false,6,1,14-15,5.0
2307913,626,false,7,3,12-13,2.0
491991,626,false,8,3,8-9,7.0
